Species,Set.ID,Set.Name,Set.Tag,Source.Database,Version.information,Set.Size,Set.Composition,Description,X,X.1
Homo sapiens,R-HSA-2132295,MHC class II antigen presentation,Immune System,Reactome,"Version 81, 2022",6,"HMDB0002142, HMDB0001273, HMDB0001201","Antigen presenting cells (APCs) such as B cells, dendritic cells (DCs) and monocytes/macrophages express major histocompatibility complex class II molecules (MHC II) at their surface and present exogenous antigenic peptides to CD4+ T helper cells. CD4+ T cells play a central role in immune protection. On their activation they stimulate differentiation of B cells into antibody-producing B-cell blasts and initiate adaptive immune responses. MHC class II molecules are transmembrane glycoprotein heterodimers of alpha and beta subunits. Newly synthesized MHC II molecules present in the endoplasmic reticulum bind to a chaperone protein called invariant (Ii) chain. The binding of Ii prevents the premature binding of self antigens to the nascent MHC molecules in the ER and also guides MHC molecules to endocytic compartments. In the acidic endosomal environment, Ii is degraded in a stepwise manner, ultimately to free the class II peptide-binding groove for loading of antigenic peptides. Exogenous?antigens are internalized by the APC by receptor mediated endocytosis, phagocytosis or pinocytosis into endocytic compartments of MHC class II positive cells, where engulfed antigens are degraded in a low pH environment by multiple acidic proteases, generating MHC class II epitopes. Antigenic peptides are then loaded into the class II ligand-binding groove. The resulting class II peptide complexes then move to the cell surface, where they are scanned by CD4+ T cells for specific recognition (Berger & Roche 2009, Zhou & Blum 2004, Watts 2004, Landsverk et al. 2009).",NA,
Homo sapiens,R-HSA-2142670,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),Metabolism,Reactome,"Version 81, 2022",15,"HMDB0059597, HMDB0002343, HMDB0002265, HMDB0000217, HMDB0001377, HMDB0002314, HMDB0000221, HMDB0001043, HMDB0004264, HMDB0002190, HMDB0004673, HMDB0002232, HMDB0002311, HMDB0002111, HMDB0000547","The epoxidation of arachidonic acid by cytochrome P450s (CYPs) results in the formation of unique bioactive lipid mediators termed epoxyeicosatrienoic acids (EETs). Each double bond has been shown to be susceptible to oxidation, resulting in 5,6-EET, 8,9-EET, 11,12-EET, and 14,15-EET. The majority of the EET biological activities are diminished by the hydrolysis to the corresponding dihydroxyeicosatrienoic acids (DHET) (Capdevila et al. 2000, Buczynski et al. 2009, Vance & Vance 2008).",NA,
Homo sapiens,R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids,Metabolism,Reactome,"Version 81, 2022",17,"HMDB0003337, HMDB0059597, HMDB0011134, HMDB0000217, HMDB0001377, HMDB0000125, HMDB0000692, HMDB0000221, HMDB0001043, HMDB0015531, HMDB0000464, HMDB0002111, HMDB0010217, HMDB0011135","5-hydroperoxy-eicosatetraenoic acid (5-HpETE), 5-hydroxyeicosatetraenoic acid (5S-HETE) and 5-oxo-eicosatetraenoic acid (5-oxoETE) are formed after the initial step of arachidonic acid oxidation by arachidonate 5-lipoxygenase (ALOX5) (Buczynski et al. 2009, Vance & Vance 2008).",NA,
Homo sapiens,R-HSA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX),Metabolism,Reactome,"Version 81, 2022",32,"HMDB0001337, HMDB0015531, HMDB0000125, HMDB0000123, HMDB0000221, HMDB0000464, HMDB0006059, HMDB0005087, HMDB0002111, HMDB0001341, HMDB0004234, HMDB0000692, HMDB0000148, HMDB0003080, HMDB0005088, HMDB0059597, HMDB0012641, HMDB0001377, HMDB0001043, HMDB0002200, HMDB0002995, HMDB0011135, HMDB0000217, HMDB0005089, HMDB0000538, HMDB0001198","Leukotrienes (LTs) are biologically active molecules formed in response to inflammatory stimuli. They cause contraction of bronchial smooth muscles, stimulation of vascular permeability, and attraction and activation of leukocytes. LTs were discovered in 1938 and were termed the ""slow release substance"" (SRS) until their structures were determined in 1979 and they were then renamed to leukotrienes. LTs are derived from arachidonic acid through action by arachidonate 5-lipoxygenase (ALOX5). Cysteinyl leukotrienes (LTC4, LTD4, and LTE4) are generated as products derived from leukotriene A4 (LTA4). Eoxins are generated from leukotrienes (LTs) and resemble cysteinyl leukotrienes but have a different three-dimensional structure (Murphy & Gijon 2007, Hammarstrom 1983, MA.Claesson 2009, Vance & Vance 2008, Buczynski et al. 2009).",NA,
Homo sapiens,R-HSA-2142696,Synthesis of Hepoxilins (HX) and Trioxilins (TrX),Metabolism,Reactome,"Version 81, 2022",10,"HMDB0015531, HMDB0004690, HMDB0001965, HMDB0000692, HMDB0001043, HMDB0004688, HMDB0001377, HMDB0002111","Hepoxilins are biologically relevant signalling molecules produced by certain arachidonate 12-lipoxygenase (ALOX12s). Hepoxilin A3 (HXA3) and B3 (HXB3) have been identified, both of which incorporate an epoxide across the C-11 and C-12 double bond, as well as an additional hydroxyl moiety. HXA3 has a C-8 hydroxyl, whereas the HXB3 hydroxyl occurs at C-10. The epoxy moiety is labile and can be hydrolyzed either by a hepoxilin specific epoxide hydrolase (HXEH) or in acidic aqueous solution to form the corresponding diol metabolites trioxilin A3 (TrXA3) and B3 (TrXB3) (Buczynski et al. 2009, Vance & Vance 2008).",NA,
Homo sapiens,R-HSA-2142700,Synthesis of Lipoxins (LX),Metabolism,Reactome,"Version 81, 2022",20,"HMDB0059597, HMDB0001337, HMDB0015531, HMDB0000217, HMDB0001377, HMDB0001487, HMDB0000692, HMDB0000221, HMDB0062294, HMDB0004244, HMDB0000902, HMDB0000464, HMDB0004385, HMDB0002111, HMDB0062291, HMDB0005082, HMDB0011135, HMDB0062300","Lipoxins A4 (LXA4) and B4 (LXB4), structurally characterized from human neutrophils incubated with 15-hydroperoxy-eicosatetraenoic acid (15-HpETE), each contain three hydroxyl moieties and a conjugated tetraene. The third hydroxyl of LXA4 is positioned at C-6, and of LXB4 at C-14. The action of arachidonate 5-lipoxygenase (ALOX5), in concert with an arachidonate 12-lipoxygenase (ALOX12) or arachidonate 15-lipoxygenase (ALOX15) activity, has been shown to produce lipoxins by three distinct pathways. Neutrophil ALOX5 can produce and secrete leukotriene A4 (LTA4) that is taken up by platelets, where it is acted upon by ALOX12 to form lipoxins. Likewise, ALOX15s can generate either 15-hydroperoxy-eicosatetraenoic acid (15-HpETE) or 15-hydro-eicosatetraenoic acid (15-HETE) that can be taken up by monocytes and neutrophils, where highly expressed ALOX5 uses it to generate lipoxins. Finally, aspirin acetylated prostaglandin G/H synthase 2 (PTGS2), rendered unable to synthesize prostaglandins,?can act as a 15-lipoxygenase. This leads to the formation of 15R-HETE and culminates in creation of epi-lipoxins, which have altered stereochemistry at the C-15 hydroxyl but similar biological potency (Chiang et al. 2006, Buczynski et al. 2009, Vance & Vance 2008, Stsiapanava et al. 2017)",NA,
Homo sapiens,R-HSA-2142712,Synthesis of 12-eicosatetraenoic acid derivatives,Metabolism,Reactome,"Version 81, 2022",13,"HMDB0003337, HMDB0004243, HMDB0000125, HMDB0004692, HMDB0000692, HMDB0001043, HMDB0013633, HMDB0004688, HMDB0001377, HMDB0002111, HMDB0015531","The 12-eicosatetraenoic acids: 12-hydroperoxy-eicosatetraenoic acid (12-HpETE), 12-hydroxyeicosatetraenoic acid (12-HETE) and 12-oxo-eicosatetraenoic acid (12-oxoETE) are formed after the initial step of arachidonic acid oxidation by the arachidonate 12 and 15 lipoxygenases (ALOX12, ALOX12B and ALOX15 respectively). This part of the pathway is bifurcated at the level of 12S-hydroperoxy-eicosatetraenoic acid (12S-HpETE), which can either be reduced to 12S-hydro-eicosatetraenoic acid (12S-HETE) or converted to hepoxilins (Buczynski et al. 2009, Vance & Vance 2008).",NA,
Homo sapiens,R-HSA-2142753,Arachidonic acid metabolism,Metabolism,Reactome,"Version 81, 2022",114,"HMDB0002886, HMDB0004240, HMDB0005079, HMDB0002232, HMDB0002311, HMDB0004236, HMDB0004234, HMDB0012481, HMDB0001487, HMDB0000692, HMDB0005088, HMDB0062302, HMDB0014959, HMDB0059597, HMDB0001895, HMDB0062297, HMDB0004692, HMDB0011137, HMDB0062294, HMDB0000902, HMDB0005089, HMDB0010210, HMDB0002752, HMDB0001423, HMDB0003175, HMDB0005998, HMDB0000123, HMDB0000149, HMDB0006059, HMDB0004685, HMDB0001341, HMDB0002265, HMDB0001965, HMDB0002190, HMDB0004673, HMDB0010217, HMDB0060095, HMDB0001377, HMDB0001403, HMDB0002995, HMDB0011135, HMDB0004244, HMDB0000538, HMDB0004243, HMDB0000125, HMDB0012598, HMDB0004688, HMDB0002111, HMDB0001381, HMDB0002314, HMDB0000148, HMDB0003080, HMDB0000547, HMDB0004690, HMDB0004264, HMDB0003235, HMDB0000217, HMDB0001139, HMDB0003876, HMDB0004080, HMDB0001198, HMDB0002343, HMDB0003178, HMDB0001337, HMDB0015531, HMDB0000221, HMDB0005087, HMDB0013633, HMDB0000464, HMDB0004242, HMDB0001220, HMDB0003208, HMDB0003337, HMDB0001335, HMDB0012641, HMDB0006112, HMDB0004238, HMDB0011134, HMDB0015565, HMDB0001043, HMDB0002200, HMDB0013122, HMDB0008820, HMDB0003252, HMDB0002710, HMDB0005014","Eicosanoids, oxygenated, 20-carbon fatty acids, are autocrine and paracrine signaling molecules that modulate physiological processes including pain, fever, inflammation, blood clot formation, smooth muscle contraction and relaxation, and the release of gastric acid. Eicosanoids are synthesized in humans primarily from arachidonic acid (all-cis 5,8,11,14-eicosatetraenoic acid) that is released from membrane phospholipids. Once released, arachidonic acid is acted on by prostaglandin G/H synthases (PTGS, also known as cyclooxygenases (COX)) to form prostaglandins and thromboxanes, by arachidonate lipoxygenases (ALOX) to form leukotrienes, epoxygenases (cytochrome P450s and epoxide hydrolase) to form epoxides such as 15-eicosatetraenoic acids, and omega-hydrolases (cytochrome P450s) to form hydroxyeicosatetraenoic acids (Buczynski et al. 2009, Vance & Vance 2008).Levels of free arachidonic acid in the cell are normally very low so the rate of synthesis of eicosanoids is determined primarily?by the activity of phospholipase A2, which mediates phospholipid cleavage to generate free arachidonic acid. The enzymes involved in arachidonic acid metabolism are typically constitutively expressed so the subset of these enzymes expressed by a cell determines the range of eicosanoids it can synthesize.Eicosanoids are unstable, undergoing conversion to inactive forms with half-times under physiological conditions of seconds or minutes. Many of these reactions appear to be spontaneous",NA,
Homo sapiens,R-HSA-2142770,Synthesis of 15-eicosatetraenoic acid derivatives,Metabolism,Reactome,"Version 81, 2022",18,"HMDB0003337, HMDB0059597, HMDB0003876, HMDB0010210, HMDB0000217, HMDB0001377, HMDB0000125, HMDB0001487, HMDB0000692, HMDB0000221, HMDB0001043, HMDB0004244, HMDB0015531, HMDB0000902, HMDB0062294, HMDB0002111, HMDB0003178","The 15-eicosatetraenoic acids: 15-hydroperoxy-eicosatetraenoic acid (15-HpETE), 15-hydroxyeicosatetraenoic acid (15-HETE) and 15-oxo-eicosatetraenoic acid (15-oxoETE) are formed after the initial step of arachidonic acid oxidation by the arachidonate 15-lipoxygenases (ALOX15 and ALOX15B) (Buczynski et al. 2009, Vance & Vance 2008).",NA,
Homo sapiens,R-HSA-2142789,Ubiquinol biosynthesis,Metabolism,Reactome,"Version 81, 2022",22,"HMDB0000221, HMDB0062428, HMDB0002111, HMDB0001185, HMDB0060249, HMDB0062350, HMDB0000692, HMDB0059616, HMDB0000939, HMDB0000547, HMDB0059597, HMDB0001248, HMDB0001377, HMDB0013111, HMDB0006251, HMDB0000250, HMDB0000961, HMDB0060252, HMDB0001347, HMDB0000217, HMDB0062197, HMDB0000500","The length of the polyisoprenoid chain of ubiquinone aka coenzyme Q (Q), varies depending on the species involved: it is 6 in budding yeast, Saccharomyces cerevisiae, (Q6) and 10 in humans (Q10). Most ubiquinone is naturally reduced to ubiquinol (Q10H2 in humans) and it is this form which dominates in most human tissues. It functions as an ubiquitous coenzyme in redox reactions and its ability both to associate with complexes I and III of the electron transport chain and to move freely in the inner mitochondrial membrane are central to its role in electron transport. In eukaryotes ubiquinones/ubiquinols are also found in other membranes such as the endoplasmic reticulum, Golgi vesicles, lysosomes and peroxisomes.Ubiquinol/ubiquinone is synthesized in the following way. Initially, the polyisoprenoid tail is assembled by a polyprenyl diphosphate synthase. Next, 4 hydroxybenzoate polyprenyltransferase (COQ2) catalyses the formation of the covalent linkage between the benzoquinone head?group and the tail to produce 4 hydroxy 3 polyprenyl benzoic acid intermediate (DHB, 3 decaprenyl 4 hydroxybenzoic acid in humans). There follows modifications of the aromatic ring starting with hydroxylation, followed by O methylation, and decarboxylation to form the 2 methoxy 6 polyprenyl phenol intermediate (DMPhOH ; 2 methoxy 6 decaprenylphenol in humans). Following this, two additional methylations, one C methylation, and one O methylation step, finally generate the fully substituted hydroquinone, ubiquinol (Szkopinska 2000, Kagan & Quinn 2000, Tran & Clarke 2007, Kawamukai 2009).",NA,
Homo sapiens,R-HSA-2142816,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),Metabolism,Reactome,"Version 81, 2022",11,"HMDB0059597, HMDB0062302, HMDB0000217, HMDB0001377, HMDB0005998, HMDB0000221, HMDB0001043, HMDB0012598, HMDB0002111","Similar to the lipoxygenases, cytochrome P450 (CYP) enzymes catalyse the hydroxylation and epoxygenation of arachidonic acid. However, whereas lipoxygenases use an active non-heme iron to abstract hydrogen directly from arachidonic acid, CYPs contain a heme-iron active site that oxidizes its substrate by a different mechanism. They hydroxylate arachidonic acid between C-5 and C-15 to produce lipoxygenase-like hydroxyeicosatetraenoic acids (HETEs) and add a hydroxyl moiety to the sp3-hybridized omega-carbons to form a unique class of HETEs. The transfer of oxygen to the unstable arachidonic acid intermediate terminates the reaction by forming HETE or epoxy-eicosatrienoic acid (EETs), respectively (Capdevila et al. 2000, Buczynski et al. 2009, Vance & Vance 2008).",NA,
Homo sapiens,R-HSA-2142845,Hyaluronan metabolism,Metabolism,Reactome,"Version 81, 2022",7,"HMDB0002061, HMDB0000127, HMDB0000215, HMDB0000464, HMDB0002111","Hyaluronan (hyaluronic acid, hyaluronate or HA) is an anionic glycosaminoglycan (GAG) distributed widely throughout connective, epithelial, and neural tissues and most abundant in the extracellular matrix and skin. HA is unique among the GAGs in that it is not sulfated and is not found covalently attached to proteins as a proteoglycan. HA polymers are very large (they can reach molecular weights of 10 million Da) and can displace a large volume of water making them excellent lubricators and shock absorbers. Another unique feature of HA is that it is synthesized at the plasma membrane unlike other GAGs which are formed in the Golgi. HA is a polymer of the disaccharide unit D-glucuronic acid and D-N-acetylglucosamine, linked via alternating beta-1,4 and beta-1,3 glycosidic bonds (Toole 2000, 2004, Volpi et al. 2009).",NA,
Homo sapiens,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,Organelle biogenesis and maintenance,Reactome,"Version 81, 2022",7,"HMDB0001341, HMDB0001406, HMDB0000538, HMDB0000902, HMDB0000464","Phosphorylated PPARGC1A (PGC-1alpha) does not bind DNA directly but instead interacts with other transcription factors, notably NRF1 and NRF2 (via HCF1). NRF1 and NRF2 together with PPARGC1A activate the transcription of nuclear-encoded, mitochondrially targeted proteins such as TFB2M, TFB1M, and TFAM. PGC-1beta and PPRC appear to act similarly to PGC-1alpha but have not been as well studied. Transcription of PPARGC1A itself is upregulated by CREB1 (in response to calcium), MEF2C/D, ATF2, and PPARGC1A. Transcription of PPARGC1A is repressed by NR1D1 (REV-ERBA).",NA,
Homo sapiens,R-HSA-2151209,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,Organelle biogenesis and maintenance,Reactome,"Version 81, 2022",3,"HMDB0001341, HMDB0000045, HMDB0000538","The transcriptional coactivator PPARGC1A (PGC-1alpha), one of the master regulators of mitochondrial biogenesis, is activated by phosphorylation. Energy depletion causes a reduction in ATP and an increase in AMP which activates AMPK. AMPK in turn phosphorylates PPARGC1A. Likewise, p38 MAPK is activated by muscle contraction (possibly via calcium and CaMKII) and phosphorylates PPARGC1A. PPARGC1A does not bind DNA directly, but rather interacts with other transcription factors. Deacetylation of PPARGC1A by SIRT1 appears to follow phosphorylation however the role of deacetylation is unresolved (Canto et al. 2009, Gurd et al. 2011, Philp et al. 2011)",NA,
Homo sapiens,R-HSA-2160916,Hyaluronan uptake and degradation,Metabolism,Reactome,"Version 81, 2022",7,"HMDB0002061, HMDB0000127, HMDB0000215, HMDB0000464, HMDB0002111","Hyaluronan (HA) turnover can occur locally at the tissue of origin, where it is taken up by cells to be degraded, or released into the lymphatic and vascular systems, where it can be eliminated by the liver and kidneys. Uptake of HA into cells for degradation involves receptor-mediated processes. Once HA enters lysosomes, the acidic conditions favour hyaluronidases to cleave it into small oligosaccharides, the most common size being a tetrasaccharide. Beta-glucuronidases participate in degrading the small oligosaccharides in the lysosome. Ultimately, HA is degraded into its constituent sugars (glucuronic acid and N-acetylglucosamine) which can be used to reform many glycosaminoglycans (GAGs) when released from the lysosome.A third of the total HA content in humans is turned over daily and it has a short half life of minutes in circulation up to days in many tissues. The reasons why the body eliminates HA so rapidly are unknown but one possible explanation could be HA's role as a reactive?oxygen species (ROS) scavenger. Removing these toxic compounds could explain the rapid elimination of HA (Lepperdinger et al. 2004, Menzel & Farr 1998, Erickson & Stern 2012, Stern 2003).",NA,
Homo sapiens,R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),Metabolism,Reactome,"Version 81, 2022",50,"HMDB0059597, HMDB0002886, HMDB0000125, HMDB0004240, HMDB0000221, HMDB0004236, HMDB0001139, HMDB0005079, HMDB0004242, HMDB0002111, HMDB0001220, HMDB0001381, HMDB0003252, HMDB0012481, HMDB0001487, HMDB0004238, HMDB0062297, HMDB0014959, HMDB0015565, HMDB0060095, HMDB0001895, HMDB0001377, HMDB0003208, HMDB0011137, HMDB0001403, HMDB0001043, HMDB0001335, HMDB0000902, HMDB0003235, HMDB0000217, HMDB0003178, HMDB0002752, HMDB0004685, HMDB0006112, HMDB0002710, HMDB0005014, HMDB0003175","The bioactive prostaglandin (PG) signalling molecules, including PGA2, PGE2, PGF2a, and PGI2 (prostacyclin) are synthesised from arachidonic acid and its products by various prostaglandin synthase type enzymes. Prostaglandin H2 (PGH2) is the starting point for the synthesis of Thromboxanes (TXs) (Buczynski et al. 2009, Vance & Vance 2008). PGs and TXs are collectively known as the prostanoids.Two enzymes, PTGS1 and 2 (COX1 and 2) both catalyze the two-step conversion of arachidonic acid to PGH2. PTGS1 is constitutively expressed in many cell types while PTGS2 is induced in response to stress and mediates the syntheses of prostaglandins associated with pain, fever, and inflammation. Aspirin irreversibly inactivates both enzymes (though it acts more efficiently on PTGS1), explaining both its antiinflammatory effects and side effects like perturbed gastic acid secretion. Drugs like celecoxib, by specifically inhibiting PTGS2, have a strong anti-inflammatory effect with fewer side effects.?These PTGS2-specific drugs, however, probably because of their effects on the balance of prostaglandin synthesis in platelets and endothelial cells, can also promote blood clot formation (Buczynski et al. 2009; Stables & Gilroy 2011)",NA,
Homo sapiens,R-HSA-2168880,Scavenging of heme from plasma,Vesicle-mediated transport,Reactome,"Version 81, 2022",6,"HMDB0001377, HMDB0010370, HMDB0000067, HMDB0003178","Free heme is damaging to tissues as it intercalates into biologic membranes, perturbing lipid bilayers and promoting the conversion of low-density lipoprotein to cytotoxic oxidized products. Moreover, it represents a source of redox-active iron that, participating in the Fenton reaction, generates oxygen radicals (reviewed in Gutteridge 1989). Free heme in plasma is mainly generated from hemoglobin released by circulating erythrocytes in pathologic conditions associated with intravascular hemolysis. Free hemoglobin in plasma is scavenged by the extracellular protein haptoglobin. Haptoglobin is produced by the liver and secreted into the plasma. Haptoglobin binds dimers of hemoglobin subunits rather than the intact tetramer (reviewed in Nielsen et al. 2010, Levy et al. 2010, Ascenzi et al. 2005, Madsen et al. 2001). The resulting haptoglobin:hemoglobin complex is then bound by CD163, expressed on plasma membranes of monocytes and macrophages, and endocytosed. When the buffering capacity?of plasma haptoglobin is overwhelmed, heme is released from methemoglobin and it is bound by albumin and then transferred to hemopexin (reviewed in Chiabrando et al. 2011, Nielsen et al. 2010, Tolosano et al. 2010, Ascenzi et al. 2005, Tolosano and Altruda 2002). Hemopexin is produced mainly in the liver. Once secreted into the plasma, hemopexin binds heme and the hemopexin:heme complex is then preferentially delivered to liver hepatocytes, bound by LRP1 (CD91) and endocytosed.",NA,
Homo sapiens,R-HSA-2172127,DAP12 interactions,Immune System,Reactome,"Version 81, 2022",7,"HMDB0001341, HMDB0001273, HMDB0000538, HMDB0001201, HMDB0004249","DNAX activation protein of 12kDa (DAP12) is an immunoreceptor tyrosine-based activation motif (ITAM)-bearing adapter molecule that transduces activating signals in natural killer (NK) and myeloid cells. It mediates signalling for multiple cell-surface receptors expressed by these cells, associating with receptor chains through complementary charged transmembrane amino acids that form a salt-bridge in the context of the hydrophobic lipid bilayer (Lanier et al. 1998). DAP12 homodimers associate with a variety of receptors expressed by macrophages, monocytes and myeloid cells including TREM2, Siglec H and SIRP-beta, as well as activating KIR, LY49 and the NKG2C proteins expressed by NK cells. DAP12 is expressed at the cell surface, with most of the protein lying on the cytoplasmic side of the membrane (Turnbull & Colonna 2007, Tessarz & Cerwenka 2008).",NA,
Homo sapiens,R-HSA-217271,FMO oxidises nucleophiles,Disease,Reactome,"Version 81, 2022",13,"HMDB0059597, HMDB0000906, HMDB0001248, HMDB0000217, HMDB0001377, HMDB0000925, HMDB0014901, HMDB0000221, HMDB0014813, HMDB0060513, HMDB0002111, HMDB0000547","Flavin-containing monooxygenases (FMOs) are the second family of microsomal oxidative enzymes with broad and overlapping specificity. The major reactions FMOs catalyze are nucleophilic hetero-atom compounds such as nitrogen, sulfur or phosphorus as the hetero-atom to form N-oxides, S-oxides or P-oxides respectively. Despite the functional overlap with cytochrome P450s, the mechanism of action differs. FMOs bind and activate molecular oxygen before the substrate binds to the enzyme (picture). They also require flavin adenosine dinucleotide (FAD) as a cofactor. Unlike cytochrome P450 enzymes, FMOs are heat-labile, a useful way to distinguish which enzyme system is at work for researchers studying metabolism. Also, FMOs are not inducible by substrates, unlike the P450 enzymes.\n(1) NADPH binds to the enzyme and reduces the prosthetic group FAD to FADH2. NADP+ remains bound to the enzyme.\n(2) Incorporation of molecular oxygen to form a hydroperoxide.\n(3) A peroxide oxygen is transferred to?the substrate.\n(4) Water is released.\n(5) NADP+ dissociates returning the enzyme to its initial state.\n\nTo date, there are 6 isozymes of FMO (FMO1-6) in humans, the most prominent and active one being FMO3. The FMO6 gene does not encode for a functional enzyme although it has the greatest sequence similarity with FMO3 (71%), whilst the others range from 50-58% sequence similarity with FMO3. FMO1-3 are the ones that exhibit activity towards nucleophiles, the others are insignificant in this respect (Cashman 2003, Krueger & Williams 2005).",NA,
Homo sapiens,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,Vesicle-mediated transport,Reactome,"Version 81, 2022",41,"HMDB0000174, HMDB0006953, HMDB0013470, HMDB0000215, HMDB0001397, HMDB0010167, HMDB0011188, HMDB0000580, HMDB0002061, HMDB0001377, HMDB0000175, HMDB0010370, HMDB0000067, HMDB0000169, HMDB0003178","Scavenger receptors bind free extracellular ligands as the initial step in clearance of the ligands from the body (reviewed in Ascenzi et al. 2005, Areschoug and Gordon 2009, Nielsen et al. 2010). Some scavenger receptors, such as the CD163-haptoglobin system, are specific for only one ligand. Others, such as the SCARA receptors (SR-A receptors) are less specific, binding several ligands which share a common property, such as polyanionic charges.
Brown and Goldstein originated the idea of receptors dedicated to scavenging aberrant molecules such as modified low density lipoprotein particles (Goldstein et al. 1979) and such receptors have been shown to participate in pathological processes such as atherosclerosis. Based on homology, scavenger receptors have been categorized into classes A-H (reviewed in Murphy et al. 2005).",NA,
Homo sapiens,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,Signal Transduction,Reactome,"Version 81, 2022",4,"HMDB0002142, HMDB0001341, HMDB0000538, HMDB0002111","Binding of transforming growth factor beta 1 (TGF beta 1, i.e. TGFB1) to TGF beta receptor type 2 (TGFBR2) activates TGF beta receptor signaling cascade. TGFB1 is posttranslationally processed by furin (Dubois et al. 1995) to form a homodimer and secreted to the extracellular space as part of the large latent complex (LLC). After the LLC disassembles in the extracellular space, dimeric TGFB1 becomes capable of binding to TGFBR2 (Annes et al. 2003, Keski Oja et al. 2004). Formation of TGFB1:TGFBR2 complex creates a binding pocket for TGF-beta receptor type-1 (TGFBR1) and TGFBR1 is recruited to the complex by binding to both TGFB1 and TGFBR2. This results in an active heterotetrameric TGF-beta receptor complex that consists of TGFB1 homodimer bound to two heterodimers of TGFBR1 and TGFBR2 (Wrana et al. 1992, Moustakas et al. 1993, Franzen et al. 1993). TGF-beta signaling can also occur through a single heterodimer of TGFBR1 and TGFBR2, although with decreased efficiency (Huang et al. 2011).?TGFBR1 and TGFBR2 interact through their extracellular domains, which brings their cytoplasmic domains together. Ligand binding to extracellular receptor domains is cooperative, but no conformational change is seen from crystal structures of either TGFB1- or TGFB3-bound heterotetrameric receptor complexes (Groppe et al. 2008, Radaev et al. 2010).Activation of TGFBR1 by TGFBR2 in the absence of ligand is prevented by FKBP1A (FKBP12), a peptidyl-prolyl cis-trans isomerase. FKBP1A forms a complex with inactive TGFBR1 and dissociates from it only after TGFBR1 is recruited by TGFB1-bound TGFBR2 (Chen et al. 1997). Both TGFBR1 and TGFBR2 are receptor serine/threonine kinases. Formation of the hetero-tetrameric TGF-beta receptor complex (TGFBR) in response to TGFB1 binding induces receptor rotation, so that TGFBR2 and TGFBR1 cytoplasmic kinase domains face each other in a catalytically favourable configuration. TGFBR2 trans-phosphorylates serine residues at the conserved Gly-Ser-rich juxtapositioned domain (GS domain) of TGFBR1 (Wrana et al. 1994, Souchelnytskyi et al. 1996), activating TGFBR1.In addition to phosphorylation, TGFBR1 may also be sumoylated in response to TGF-beta stimulation. Sumoylation enhances TGFBR1 kinase activity (Kang et al. 2008). The activated TGFBR complex is internalized by clathrin-mediated endocytosis into early endosomes. With the assistance of SARA, an early endosome membrane protein, phosphorylated TGFBR1 within TGFBR complex recruits SMAD2 and/or SMAD3 , i.e. R-SMADs (Tsukazaki et al. 1998). TGFBR1 phosphorylates recruited SMAD2/3 on two C-terminal serine residues (Souchelnytskyi et al. 2001). The phosphorylation changes the conformation of SMAD2/3 MH2 domain, promoting dissociation of SMAD2/3 from SARA and TGFBR1 (Souchelnytskyi et al. 1997, Macias-Silva et al. 1996, Nakao et al. 1997) and formation of SMAD2/3 trimers (Chacko et al. 2004). The phosphorylated C-terminal tail of SMAD2/3 has high affinity for SMAD4 (Co-SMAD), inducing formation of SMAD2/3:SMAD4 heterotrimers, composed of two phosphorylated R-SMADs (SMAD2 and/or SMAD3) and SMAD4 (Co-SMAD). SMAD2/3:SMAD4 heterotrimers are energetically favored over R-SMAD trimers (Nakao et al. 1997, Qin et al. 2001, Kawabata et al. 1998, Chacko et al. 2004). SMAD2/3:SMAD4 heterotrimers translocate to the nucleus where they act as transcriptional regulators.",NA,
Homo sapiens,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),Signal Transduction,Reactome,"Version 81, 2022",3,"HMDB0001273, HMDB0001341, HMDB0000538","In normal cells and in the early stages of cancer development, signaling by TGF-beta plays a tumor suppressive role, as SMAD2/3:SMAD4-mediated transcription inhibits cell division by downregulating MYC oncogene transcription and stimulating transcription of CDKN2B tumor suppressor gene. In advanced cancers however, TGF-beta signaling promotes metastasis by stimulating epithelial to mesenchymal transition (EMT).
TGFBR1 is recruited to tight junctions by binding PARD6A, a component of tight junctions. After TGF-beta stimulation, activated TGFBR2 binds TGFBR1 at tight junctions, and phosphorylates both TGFBR1 and PARD6A. Phosphorylated PARD6A recruits SMURF1 to tight junctions. SMURF1 is able to ubiquitinate RHOA, a component of tight junctions needed for tight junction maintenance, leading to disassembly of tight junctions, an important step in EMT (Wang et al. 2003, Ozdamar et al. 2005).",NA,
